RP_Component_1,RP_Component_2,RP_Component_3,RP_Component_4,RP_Component_5,RP_Component_6,RP_Component_7,RP_Component_8,RP_Component_9,RP_Component_10,RP_Component_11,RP_Component_12,RP_Component_13,RP_Component_14,RP_Component_15,RP_Component_16,RP_Component_17,RP_Component_18,RP_Component_19,RP_Component_20
-512424611.4094099,89868359.9400593,1891259548.369681,-6068208.057179455,-96637398.33161506,-2275317114.9940753,-1532289199.9715662,1681677803.696538,1236328958.2591052,1456874024.197152,-897836036.8691797,1111598205.9386184,868394961.7983714,-359719948.0623778,982063598.5001379,-2670843058.435184,2808743842.1818385,564057709.9199903,1753781859.1533902,-2095245429.259221
-0.027755343295680607,-0.44587467088833627,-0.4832886199770534,0.5353598417437296,1.1988613085502315,-1.8702624084662476,-0.14760617181834904,0.5066929239159901,-0.6812329067478241,1.551852898394643,0.3390176125461782,1.9868442398353445,0.386534036620684,0.4569075143708464,-0.6871426279287473,1.5528752869114868,0.7837314084179435,0.5584206955980984,1.4259200482143701,0.09666361775867073
4927486920.454049,-587745765.8299495,508047032.4926616,-110127515.69864419,-8621683268.46871,-912083683.5985926,367912142.20136225,-7309249127.810267,-1227978749.1066213,7613951150.70845,1619601504.0597367,3089378273.5138936,-3387304106.6466355,4840752168.770494,-3446269948.5696964,1303139775.6103547,4189162085.432332,-4557185022.019194,-3183971220.1358123,-220457662.68408948
3476235325.775615,8968450.102232337,1123199907.4906707,365823270.9233491,-4067548225.7642875,-897528887.7786833,2730481139.4893646,-1653345131.2740462,1865139389.4010036,607971689.936038,2980633993.768661,1594917202.8816304,-3086801944.962374,-307026461.87833136,-1605319296.8222303,-213585200.55288687,2730107359.17271,786201719.4542434,1049371858.8339512,-1267340006.0909822
1711004246.3311787,106393351.848907,939306069.091923,590891405.4727978,-1209044075.7673652,712592312.1657004,1880227714.7550664,2034165393.6772397,3195395514.6629415,-1255138331.7414129,-57964987.5666819,532935886.87109756,-2126379030.6470132,89191171.76200283,1919581126.5503337,-3636664553.659733,984998142.8418221,364928530.8623652,2093744388.6611903,-1386491714.5006356
3540205127.212802,4035512033.3055525,5065391937.983089,4045912193.952336,4937848527.948732,-455367688.61420393,2158206152.315467,917822687.2469622,4705114101.950636,3893524428.921801,-6421932964.546383,594297036.988072,-1770027889.5979035,2655065422.1645384,-2553059834.5659075,-5616469007.247369,-1159063764.140304,2849560475.5996137,3173502811.970652,-2915151679.26039
420057869.2360342,531668782.67107755,1284777303.3266544,328726958.5958437,-578727167.0331701,-851168773.680057,-2460650830.329801,-625262754.8167423,-449113674.02776504,4773369866.294453,-3467816272.786628,1381427956.4011066,886596118.9524099,3447358119.0556216,718897736.4900471,-2901447210.6580606,1624780972.1138523,-2771501637.64361,-474016087.7253145,-1081171158.492162
2159302186.495086,663327860.6495575,-2124228838.7130694,-160062718.97193152,-2875164149.2643156,-1423762974.7321525,-406476650.74118906,-2879778946.2154665,-3083330561.356701,4122097939.2678885,-193850802.8346369,1988859089.7925956,-287620909.1259818,3019658126.678597,-754765621.8426286,1248849577.748604,834133596.225868,-3393739402.9961386,-881189677.7445407,-194140478.23408824
2426830176.4051514,-1328455524.0774848,1648138429.7587054,-776924259.9267493,-7698091655.839846,-1007615741.1105582,1463523241.3152888,-3801819127.396767,6540313850.308184,539456989.117423,6854307282.412776,1073341629.1966289,-4839829153.395745,-3342237074.1924853,-2149061316.0184116,-876458864.882414,5842199699.649744,1710551520.0281749,2285714542.8306484,-2015538264.2657957
2370474477.0196757,1833874668.839428,1175017019.2360506,811176921.686576,89887053.97739123,-3034959565.9706035,712442190.8245606,-235828948.1343832,-557421487.3030996,2239110276.4258714,161866818.19893444,2169990253.056893,130461174.25217585,145338928.55836672,-1469346797.9422712,-712925372.374558,2030217126.732083,980673132.3714432,2263901823.6451936,-2147124988.451398
-1567923563.8705628,-1597225910.461706,-2475107087.778755,569603953.5283403,-4556471089.077938,149193237.59241688,-3054990343.0119185,2393920410.983999,4240539923.9788146,-1304842107.2182238,1971019439.3754966,-1123617427.931435,-2508083044.7262278,-1806614536.1913025,5703963645.819895,-2365620917.767829,127318511.77209611,-1457811150.3443003,5107042978.189289,-3898092422.4410167
-1334984403.0175705,-1615043045.2877777,-403339056.10391027,-1127688887.934138,-3013116147.589816,-984929500.0155827,-1017490902.556662,2065351796.2621844,3005354289.4417043,-1113485381.0807025,1588010082.726618,289640835.2762571,-847773700.0323429,-1796781755.5891151,2932403033.133646,-2441124059.284199,2929896532.1166987,-88702243.43382451,1930185496.293415,-1556492040.5031457
-618416401.266261,-1787908067.8897946,-1055980828.7898049,-1120128079.838887,-4297889125.09443,-1018982731.7493026,-1992049825.338395,1284797855.4389126,274231068.17811537,2019014726.9639502,-916392438.8105724,1316867319.7887652,-374529843.9557281,1925929717.473443,3615531851.6570354,-2603386622.5401306,2928268954.997712,-3430418460.8584714,-162579336.4767281,-1171906986.352161
2319258385.6025066,1047231312.0346942,2466017237.1780515,1880013846.1098294,165323877.05626443,-1489105258.6670456,1908732482.4973996,3353666978.9003625,3086281786.1037407,1404808489.2447016,-3506649328.5737014,1435859408.3516433,-1897947952.7912354,1707127786.2664454,1290631734.4354548,-4839292885.572311,1324656032.0931838,1021625356.4663635,2686680276.4475713,-2957859417.22844
-842490153.4534404,-88054905.3845471,1624768199.8386781,-204369252.70452085,-580923736.4951471,-1253610558.3813138,-1534659021.0453079,1299673767.099205,3435823071.400501,543583870.9798332,115959641.804768,423884408.3101113,-25188756.518909976,-1396994738.3933237,1305001730.5300245,-3431559038.245903,2770429128.5399833,848407574.6535908,2491482574.349773,-2051548673.724329
-330837533.73060894,-967849772.2981033,-187730006.73536184,-532129710.5097491,-1929865178.8816369,-847913452.8843373,-152518898.43368128,1751862619.9372275,1114187918.3026366,-611331132.7760445,566584672.8156695,552993618.6197805,-523739560.97725964,-526484658.18997127,1983683658.0058439,-1483165092.6020906,1798177377.0075622,-235261352.17354944,999994535.7569072,-1044311329.3714875
-776820128.6278311,-1418600513.1898725,-415054573.33200675,-872209367.0063432,-2608184129.4518843,-1307867555.472504,-541915920.4175256,2190521720.6338844,1215583366.2887967,-707975213.8960531,868136917.6885213,685844123.5342118,-446293686.9129896,-831017297.0494951,2571987535.751558,-1615491939.832109,2458234112.7381167,-376359974.6462782,1158618040.2787874,-1299734951.8343248
5014768827.716608,2724138122.032938,-1144576491.6419928,2202997474.378702,-70319088.46882017,-497422688.95711184,4904124918.294431,-1762990280.5335562,550294571.2388213,983715787.0308415,48011145.84403926,1069807923.4996083,-3508559286.3042784,1205666546.1071248,-3066852512.5831957,1033889800.4616408,-1990019944.8178084,1178195526.1065311,1894409182.8376088,-861685456.0093815
-0.020557440806967656,-0.49871450784670907,-0.5716935496827347,0.6631037698780636,1.2267831122822341,-1.8857617203457897,-0.13240726661306376,0.4740351456331064,-0.6657669501976324,1.561206678627161,0.3452280420758584,2.094182705224021,0.32518025491321345,0.38268511892836815,-0.8410372547112955,1.6364089200709968,0.8320107180550618,0.5774076380720375,1.534478544315746,0.05024943730491791
-953765892.4083658,-2377239581.869201,-1497045445.639657,-1732784669.2341874,-6358294882.041675,-1234243551.4920316,-3512377553.5587177,-832166759.0296373,85377196.71030372,4165274717.462472,-506215927.03416693,1558859761.6424804,-451283479.7970006,2665501006.9316974,3150588505.9479804,-2076118239.357872,4025795723.6569867,-5019254568.170692,-1218085871.2730687,-956501727.0382527
6509132332.942628,4721645973.956574,1446451639.2097802,3835294082.244459,2613643245.776349,-1470380851.9509776,5234726821.838842,-1662420586.607997,895870832.8327538,3374852160.456675,-2781387477.15239,1820339817.0829906,-3087846385.3268495,2582477473.3160896,-4705468492.325479,-702409782.6673709,-2099280469.3547695,2302146525.9466233,2842730307.594568,-2076122541.4929237
-383242213.19878525,1012349654.1142907,2302021529.497373,443713607.0055515,1179558082.2563553,9745092.061906857,-1284937221.7627017,-228440201.674681,4299655901.289089,801498953.2399114,-188179407.82561126,-281434458.1119347,-171518436.764912,-1417880244.4081821,-272041917.7795776,-3430791688.340759,1403882036.8462956,1491514315.8463118,2533857176.513505,-1517407301.5985005
-264890089.25293916,-1519762804.780585,-907622561.8722409,-271864575.77062356,-3042888859.457672,-1624190922.7713616,566376134.6457052,3148977634.4811435,1822887929.5203185,-431861693.0941159,-506574641.8914339,710197096.7257767,-1684273841.2787454,13999392.548279949,2894239215.1646957,-1892217994.0499954,1859625669.4512959,-347514631.5981802,1293081889.8551273,-1730475169.8798094
5347061563.489852,1432165166.475927,-1777135682.438728,2606405433.6158442,-2535129098.6259656,-1614602737.6112807,6388763978.744907,1951343068.0329516,2557917569.8189607,647278452.1008781,-1920453010.3707027,1634642343.278806,-5792962032.671795,2238801625.702794,-162522884.97159594,-1296008451.2578626,-1102086815.0384917,858370670.1901778,2900421524.807616,-2530424401.2909746
823512638.7261972,-1335257077.3612125,-1836559388.8649411,1031003653.160258,-2964099817.7044864,-2119096378.764485,2638827151.5299726,4202790366.0124083,1616594087.4611647,530693819.04457504,-3453594204.556763,679097103.6981305,-3429756235.380035,2072102416.7058256,2544943355.662824,-1286534344.8084815,-64810981.00147494,-361625861.4559175,742429929.029335,-1962801878.8020751
-430147335.762993,147576207.68069533,1767599336.3268921,36455639.786531955,24175285.056791548,-2038352029.5165434,-1381285418.113553,1461396504.746896,1095881890.439,1371913170.3187006,-868996075.03098,997605149.1592237,813627586.095319,-292581779.5155791,797391162.4976441,-2404898513.01049,2484216291.624948,538432238.9872739,1573204432.6335592,-1879959579.1056075
2799220535.261119,-747686134.0649511,1673079619.3595858,-37498178.14465244,-4896284262.510284,-1029250609.0092871,1904723112.8357337,-3005064641.4413366,1488832169.8549452,1380597918.985778,3582365455.258934,1356772050.9712436,-2837883233.657046,-465216220.6038182,-2704188350.085325,1109207165.0716794,3359563500.099011,760369814.5774502,-340053772.7773855,-723784580.6096884
935025321.9683484,450629252.813986,461693615.4881191,494584585.0410007,308687294.7653867,568856580.0474217,922798635.0501429,193601098.53564855,598279370.6427338,-218539408.69705114,-364614322.5045816,76139919.00011873,-615956454.3984178,403884234.781103,-25849685.040147245,-803488966.0839385,-362601892.3609623,193900579.72553083,356044074.9005738,-131642302.18595016
1206347226.5877721,-701913043.616665,-750765365.3717954,906974104.8954473,-2133088084.9168315,-972604242.3902005,2370091139.266308,3240120418.7662773,2092527828.9129205,-102721447.44242384,-2203594765.32556,593686568.8816426,-2875617360.09073,1372263260.6026967,2147667198.1199827,-2061578920.9395356,195822246.1314464,-72179035.23928574,1168712728.6436188,-1656113464.446181
-1187662230.1059847,-827910052.5557439,884312976.0053551,-670584062.4589424,-1815806181.0952036,-1322390076.278383,-1499553157.1616335,1855684594.5191965,3654871770.642863,-153958297.124593,813952579.895128,434289876.9850891,-402143990.25890756,-1758207724.6910698,2258349223.650156,-3415064180.0363016,3231878441.5839686,510354579.2968543,2550829122.295477,-2099778854.1920505
2800557805.1152334,685039071.8472998,-1646019289.284106,-38766218.89350616,-2812232648.7214165,-2857443476.1074,2139532718.3291957,-304773558.63776547,-1416074465.237136,444575691.31305784,2625249343.290438,2270213048.0910883,-1260885685.0764415,-404524500.1230656,-553644776.3652827,1256119101.3904452,1887822519.017491,95950840.989067,1914806116.4893646,-1528935681.9961033
3138545500.611568,1131808141.3350034,-1897452550.4589028,1337836805.687672,-1395771472.845478,-1876863230.7780488,3483790754.319185,-169355229.86069712,-377387026.2709546,1157525136.7396033,-464916751.1154169,1198077454.8762603,-2740162942.6194525,1197373736.4598467,-1441591218.0115037,1434003084.8457136,-884342293.7344725,430211274.68767065,1152183568.1165419,-1110120353.5817022
4647552688.142553,1260347447.389551,-2937049806.8845534,2225070182.030545,-2963240667.468735,-2683155277.922027,5727367369.909464,1000315029.9054208,1668513434.9111056,1341682020.214632,-1304199179.7791753,1585590266.8266115,-5459441415.876897,1732907238.2671232,-994263329.1222162,560730098.7918818,-1083703980.0976014,819407284.484478,2602730193.29131,-2386622422.3153663
714569084.108877,2718259850.5411234,4458424392.80913,1646296787.5631196,4285414374.3575306,-1887317860.894798,-1609128082.185622,-384511983.54966116,564759928.7978528,3840307698.084897,-3293794375.875972,992027019.2709037,2126479408.1897273,871368140.2205529,-2433300609.2551417,-2696818082.1406016,1068053619.6852809,1773379714.1278865,1536388327.319207,-1853272749.272285
3080054697.8459854,1754850792.9212587,1103105895.5564578,1196574113.523904,175649652.2138374,-1000465274.2473458,2121198090.5691824,23049388.18357117,415761334.307008,886001861.4367766,-109684101.99875183,1508621546.0373142,-1075063648.674747,666333675.5167291,-978747268.779742,-1347555656.9733865,661253710.0256882,825470881.351131,1902007847.064744,-1448943633.2096255
1351824015.2667103,703392390.5397618,678100115.6359295,736018887.4734753,518872388.58607286,921971665.4110438,1297774767.8208609,138247642.87382704,924572138.357659,-259062217.9041739,-549929473.9223156,55008348.27534238,-897607782.0215485,603897472.0172963,-123764654.1539741,-1161146804.3321414,-606920612.245635,264682697.70686886,489867910.5192448,-140131153.05044368
604322397.7614832,-1344474661.7414906,-1700538314.4728682,908468607.5407271,-3054696634.248801,-1797494160.9248998,2394262306.9097815,4018918562.707319,2621646635.2761273,252048801.32820618,-2965541892.0197906,454058139.4023453,-3601373245.792608,1509935642.8723228,2665314705.2991037,-1810963179.584581,172169549.62333372,-168654584.61143786,1193831045.73083,-2057165283.7063603
2165700049.002714,284675983.8108016,-628739200.0811731,1951795377.0917246,-649058131.9637481,9604962.51880627,3565369770.6804037,2352158806.1969237,2408315764.211745,357607026.15372574,-3539148422.482812,30140113.945369963,-3666081107.7153945,2281157002.2783713,690109601.6104075,-1640943224.5120065,-1828040735.4603791,358911145.50626177,818268597.2299961,-1156546333.1607125
-1907103848.549879,-2870589492.7351656,-2044675379.2348125,-2093898611.0139031,-6460283645.006858,-1493327432.081771,-4281243810.376569,808696566.6162146,135413413.05348974,3772876780.6515155,-1232702467.09368,1596605707.3509405,29962258.950500894,2748621932.168458,5013601622.839798,-3157871695.245136,4319615090.143964,-5642528864.5908575,-831694791.4836111,-1318158904.830193
2447908492.142679,1427309836.7721562,1862435339.1777277,1421662075.152013,495178498.98079294,3057318655.874422,2568657012.1198344,297970156.09926724,6295921539.914495,-1716101752.069839,138711521.3332101,-655245285.2600286,-3279653064.346134,-545626249.8482512,511250111.0828816,-4880223965.324019,-542532482.8092997,1439073708.1215823,3046833591.0278044,-992543577.5706689
885176308.5530343,-2514565017.882629,-888606294.4136103,-1708063240.8338108,-8791201912.284372,-2229275362.8043327,-2623148567.8955526,-3943488549.6230597,-1348746699.5836258,6150844795.317998,1304367656.4920623,2543126544.579165,-1345755952.5240524,3225374615.5119843,179232113.56431806,565876204.8675419,5341106694.793558,-5064582565.404584,-2733909099.3747573,-677929968.4212909
182006215.08328474,-635272527.3094234,-425168535.0676921,371191507.3875254,-1426106567.8879614,-1431929200.546078,754609965.5922022,2229781315.8177605,990074881.6318091,474280708.4190982,-1570867234.0707438,547513910.9697232,-1283753487.4400492,741396947.4388034,1420579920.0460951,-1159243848.051787,688365630.9790453,-64834680.111948535,726776048.5282543,-1319197131.5035417
4981205160.638854,2144434940.532956,-848713151.4180057,2798033507.146088,-732688302.5540552,-3359201349.8025765,5032024005.245041,1317274235.4742596,-426476780.37167335,2845748909.5955896,-3279737592.2291045,2296279920.32838,-3539587853.7570167,3076655392.1169415,-1742270476.2509453,140342778.67167953,-934820473.9634662,905916882.5461165,1916995459.751179,-2526962596.1937594
1063742709.8367285,-2670654035.284417,-585985114.8347696,-1739885391.86706,-9344684302.141947,-2362470724.0480976,-2018247349.7673433,-3237226382.1095595,194047999.97765952,5109352811.099917,2283841017.933265,2567576589.261743,-2077682852.7477677,2129419240.9187932,595538999.3403039,-235798880.92538422,6065439501.955285,-4180384226.9594483,-1611059451.2933598,-1278643755.080428
-1303140677.4221368,-1511819712.5836046,-1283164234.1839983,-1269116215.9930077,-4116262451.4885225,253717150.1956284,-3496978184.9455795,-941450459.0852978,1468433368.2839577,3321439658.8588686,-1108993496.6972566,511955781.4129261,-370200573.7058044,2174496552.181201,2940862061.957901,-2891070143.708857,2375880615.8410535,-4323690441.3321085,-577951661.1911323,-556535273.8976997
1453467818.5502014,-820613700.9328446,-1603324820.7455242,1671277131.474239,-2515393062.0037627,-1226469233.8008616,3515787062.3373938,4012524769.207558,3387989829.9061213,375272833.08027846,-3959537193.735167,221889195.1481552,-4579344448.410635,2167032353.304626,2215487699.954281,-2158004197.6883893,-896718237.0834311,125435543.97494018,1335153688.8201826,-2070821126.473342
3542535241.3458524,-1040660159.9291762,1671937598.8699758,445349803.67108554,-460561656.2203042,505923238.01943225,4821475512.63235,-3461758369.0201187,2469904400.238501,2993526959.698721,-1409405441.6680028,936735067.5832975,-6020518064.287005,570229512.5613338,-4876760618.081784,1909057814.599867,-1178209787.32134,2662709883.6355467,-122052999.07939619,865870357.7256548
4264560360.0782824,1484356383.599786,-240519944.73202896,3449901395.5937986,829073694.3365544,825439288.29708,5876534909.23791,2308743258.467546,1803459329.2719655,854209341.126893,-5680478116.961436,86526827.57724884,-4713003303.193471,4269413390.8614593,-491295002.53768647,-1502475589.7193038,-4007367823.114408,580299948.3515291,310325546.99509126,-849356628.9674042
-959608649.5857563,-1586553240.6344087,7917449.5188402,-990237166.172478,-3542944874.16547,-389826881.18510354,-540730036.6564909,2610617939.9842367,5327259917.045924,-1814297908.2041302,1961867117.253023,188089072.49181575,-1910500310.9882896,-2320599362.236886,3716463335.799273,-4280346148.9780555,3426642057.5976715,271734616.22878945,3162654990.530704,-2165260330.37037
-2665839621.1558995,-3195731313.7632027,-1947666146.9661994,-2484491534.827157,-7543191500.203514,-574046990.1630145,-5142488744.503116,545958311.2553709,3980355491.463459,3284249779.776676,-172502368.54281837,937240471.9104469,-1066633249.6159235,1363083385.2602823,6012143833.785704,-5433635261.92641,5303832485.653437,-5499844056.173803,730699611.2460572,-1926547687.100751
1296380526.938888,-490368321.1329002,-1475050001.7462933,1485750013.8151581,-1451644889.726519,-1276226457.8605993,2900139241.250382,2904771676.4001527,994679676.9134881,835964999.1131166,-3768696274.6030283,306475066.2385067,-3110366695.3735647,2442351783.9303255,1107912562.566806,-504133236.1647218,-1356703865.1252058,-127615398.88780743,162191788.48987514,-1221283226.9022224
-1105345738.0534725,-1673531133.7196214,-580184929.8711569,-1088659328.9344554,-2934199621.683059,-1585007489.9926624,-845354488.8361956,2340022427.575274,1163809808.507795,-713480954.9888006,1048533578.7823445,728390890.0576048,-318501299.34892476,-1018759553.106723,2817016180.7537503,-1544384076.1890574,2785177265.5605545,-464402097.9573526,1168067729.899774,-1383837088.6410677
789656775.1463205,-773065988.3694198,405761059.4531202,-90586323.88405317,-2405648341.731191,-335045827.53770363,1043767566.9456382,2788561445.9241343,2799661339.8091216,-1273444397.7330663,412652649.06118315,838866260.554585,-1726995000.1010606,-341068899.6634428,2888653645.730996,-3460741631.4904613,2148698263.0351763,-5102143.971163856,2100178626.828822,-1744855407.0733683
1507711893.4340296,434396620.5666445,-238750376.76234555,1406858976.1430237,-79304953.49493738,454677837.6822652,2399287766.814752,1152219168.9151158,2135707283.4147484,151665065.82153618,-2231340386.4155364,-222761463.30363423,-2563578084.818655,1332088571.7084467,153110702.58700123,-1262757365.6935756,-1478895664.3314824,438270402.19258463,695634560.9545524,-655007884.5122942
3533495491.0193357,1488076218.0357153,868143034.2233171,2314495342.4452825,946753174.1110243,1487548748.558928,4110699044.105843,1267826634.4318576,1917828232.2967613,-135690507.03513986,-2877988300.4794874,191450154.96733093,-3040384567.073517,2432405000.2169223,-233349865.46084762,-2232064093.5737762,-2246339523.1480627,618835427.756528,856945607.5593089,-592609764.6814519
2606320536.11818,-1039728093.606473,996012989.4886504,-469699262.5109128,-5936346833.112715,-1909619437.678137,1351395978.4251754,-3534556327.1303997,696652812.9461038,2075874018.7192585,4188495499.2786093,1761346365.5459213,-2616126557.1280756,-506512601.64946514,-2803840342.5882177,1917375128.5802948,4077645904.513843,238350519.91284427,-529067695.06277746,-834118610.9746976
2077558328.487027,1373831639.7654712,2037694400.0175993,1849816703.8708675,852892208.5656086,-1761844834.862263,1508918800.807728,2102424845.9121497,1757171366.4520755,2073374986.531874,-3400392964.5448003,1270958204.8615668,-1230754349.1878011,1724418848.4856532,-7678340.691451773,-3128798468.869776,656102551.3584862,1032921991.2236688,1968674935.4952972,-2383339890.9166
-868807337.0196394,-1708664056.5815432,-472859442.12317246,-1026333687.2130829,-3190463310.2822156,-1563193341.0431178,-576511211.3703815,2725111071.2573614,1555774308.916371,-890812852.0852152,1027773426.6524314,853204053.0844682,-614093470.2222407,-981583169.001903,3170953978.8865676,-2066414498.7786882,2993952064.537747,-446491802.406568,1461347426.8969026,-1617267928.7573926
-990374622.1473745,-342974170.6234936,326896536.79519564,-442572099.25176764,-1118018392.1717396,1226048752.8129737,-747493651.2119032,-69649849.8245858,5597762162.433635,-1356154487.369839,1855281073.0974934,-1027496322.3728921,-1603968082.3139856,-2525428805.442023,1186183976.400199,-3023481300.5275226,1260008941.3180914,928344706.401319,2525600989.24382,-912911457.9892138
1247879729.8045714,-55710896.142695054,422929991.0241887,452628665.04334956,-1040621759.6399487,117101781.89221297,1465847922.463921,1727940476.9736652,1722383268.5459244,-688264442.5352907,-381275415.3627168,542624519.5713903,-1503791943.3309598,389738787.1865939,1440352010.679895,-2249368338.0219717,659863326.1286778,108575471.03099306,1254650675.1507545,-1030912994.8504616
-1151814402.3199267,-1259936626.9125197,-1010855634.4562386,-1072315202.0573962,-3447897728.5440593,322096356.624667,-2910008839.4768786,-770966675.7873815,1722316014.5997987,2568281564.030886,-724713788.2152672,318361643.5207786,-452457461.6996877,1526344209.1132784,2500035746.552017,-2633593195.028136,2048313696.4901328,-3422528664.0310073,-230080360.1211486,-538304096.666325
379606370.53848267,-524173175.13316625,-871538355.6975048,379684538.3912314,-1380273222.4821155,-813202019.7255578,1098829183.692836,1943919123.2736802,710900777.4022175,263764220.5544127,-1419395444.0734448,255816669.0749491,-1502442033.4390998,739024011.1409389,1088566433.5088353,-302171428.65350235,-89903776.63961737,-264171269.56540442,335023334.1536192,-782839421.0134171
1872254144.0134492,282628760.105765,1495715822.9274359,748685492.288881,-967172463.3227,26117846.707777143,1717421199.4330592,2486919078.6281996,2799421281.5079703,-675199206.8779331,-647680848.886559,982612634.0579858,-1740597463.7824771,432254143.69421417,1956806733.92071,-4027305055.1481223,1467802621.6682072,426605610.92569894,2244458365.5895467,-1824586321.612052
-551632958.3993171,-460397337.8645619,2438145262.171104,2112587335.6645617,3072836671.01495,-231819528.4524608,3286835827.106236,3157705498.2132673,-136499991.739729,-719680502.2599871,-6784229036.774913,510586859.63496506,-3820659353.6284404,5515881409.056773,2880608030.957988,1360545919.0480957,-3384639824.8101826,723649873.3887211,-2824958150.059971,524642229.07367444
-730601696.8907751,-1144072012.1575377,365775710.8029978,-716038305.267354,-3035607844.2383423,512849937.7421107,-311348845.0866398,2036810086.1478324,6794743062.7933235,-2077089730.3423548,2138638582.3922465,-277447690.9833296,-2444775155.114989,-2689099038.6796045,3328911009.5229907,-4956343246.3958025,2985339636.4851823,707520665.0467697,3680761220.4052134,-2106061451.0820584
421699518.30828536,1741135611.246315,3035368968.4570436,1089485051.681496,2381999166.988782,-523037488.9993969,-900553183.7765858,-183286199.41697893,2726877059.4417553,1856035432.1360087,-1600373817.6509297,232473688.06312537,426267464.2248918,-210885219.07249767,-1114407644.2347665,-3093577618.4404325,928533317.5739326,1543903345.3978848,2033026262.7983637,-1558790716.0783725
4687430232.239232,2224345475.771509,6087444439.946323,1578747291.5764208,-2224675934.581996,-3279522392.3356614,1084005063.6040907,-5134228358.835869,3221734846.9740586,5513642196.445841,2437657256.4151983,2718904605.2570925,-1995584542.283271,-520294010.6837471,-6496442148.798098,-1037580724.1764282,5420744081.593756,3115077264.020293,1967635973.9446063,-2960464291.714967
2284042940.9180775,-101768541.87060615,-1930341574.613729,699232961.3687168,-2926124889.7262263,-2673577649.9948106,2861914591.48699,1827461769.9874184,-115893968.34662804,663048417.2765051,-493055047.8094648,1635608947.993327,-2615039457.3340917,1050323971.7395858,690653813.8543113,258442077.2939352,707992011.360708,-80184958.71288925,1394406167.3206446,-1813766491.484524
4357077718.872592,1458617522.9470632,-2281371890.958806,2015099717.713322,-2040758213.5103173,-2059892028.0061705,5049381829.750835,358623012.6287789,913853864.3464308,1197215666.617732,-962072416.4792705,1423267087.4404414,-4412029250.002396,1597001621.3736064,-1365204742.8803499,756366462.300447,-1183951333.2016335,749125610.4253774,2073465823.25898,-1802030940.8768675
2593877641.972136,177357288.5445708,400908400.76436526,1685593887.58345,-1722823548.893251,869593112.4335591,3748769360.4856815,3245263107.825866,5621745841.280633,-1109938316.4140315,-1988579146.543767,198780096.46963608,-4614880444.601846,987402007.8418806,2337266688.090471,-4812070696.938487,-114381705.5147842,765639132.737134,2883187307.002964,-2145075633.3897328
-2046734100.6358025,-2797195918.739865,-1620416263.053978,-2039069851.7457294,-6070239067.832441,-1371124251.962154,-3612941920.104289,1445906461.4768672,1934834819.5410333,2133741878.1889467,-38506384.84159957,1175146668.6732414,-498854978.72868645,982948962.5805181,4992718126.877791,-3628284125.2427673,4495237735.643725,-4039650304.8868804,465233641.3995691,-1703857420.2292187
-107406393.61215171,-1708818367.6117532,-914195851.987049,-943843612.8241537,-4616094305.93255,-759753186.5957136,-1706235806.9890687,1476754421.6561546,610262630.316967,2227115427.4474525,-1318770909.0788677,1523029779.4447625,-777099742.7250179,2500863925.66204,4003696993.205894,-3389718312.6530104,3017284515.9307714,-3806656817.274087,-34452238.90008473,-1357115659.031825
2186506693.527986,-1636574139.0204806,447064994.7771376,-1023750416.0588,-8089172930.640398,-1255990228.8770046,-1240416719.1540768,-6547378311.048494,-203248503.4441703,6043427453.64365,2803000169.9112744,1972826190.2380466,-2368749856.141822,2311928034.4219966,-2982845350.302357,1904186151.7430794,4650389848.417726,-3281529819.7854953,-2925181845.4712653,-65499124.42570962
-443390518.240041,-627076655.6768503,-3503220695.4862733,-22209541.796868376,-2365115541.6512494,146628840.6808415,-3026807707.266812,3369835564.0798287,-1342971356.3768888,-1161669307.0188148,1414912512.795439,-1636025021.831873,2596070826.0910544,-446837175.2664421,3045596971.51101,-1940507469.9766161,53064805.79662594,-1764312066.6279526,-770243283.9136776,-1671883291.049207
1922560639.2222247,-420940946.11977136,1386944293.3973243,-224452027.05176845,-4774767319.748268,315893409.9507724,1377331032.4852293,-2452571482.184402,6651110365.120698,-338276421.9602833,4771287550.845394,293191207.2496134,-4084604711.874292,-2809058632.6293254,-1101558531.9169602,-2188663306.833475,3650224560.382273,1634475677.583258,2767684486.1451325,-1663353671.7847724
2373511888.09525,279838925.37126875,1167706075.721421,874346141.951056,-1191722365.9957418,799008161.8946543,2535386665.0931067,2448874566.944845,3108852683.9608645,-1336456382.606218,-416513618.49234134,790331879.5564258,-2420122527.9454613,557296872.3306724,2084725923.9171343,-4040522441.745457,895323755.5329869,343735946.02930826,2190139146.429711,-1533237222.6220386
1784354284.2825274,442356856.06704795,788764248.5920599,808861148.971839,-327215376.39727116,706620538.9090697,1903779267.8539002,1314608077.4626012,1762918846.8916028,-692789873.5777798,-617861310.9565244,421936899.9298091,-1605824167.4770398,664960403.6292977,910153128.314296,-2329629932.046489,49720500.650720604,277561816.83260614,1188925540.100194,-796895724.2284702
1776180933.6904738,-478694774.4007142,1288035909.6957314,10897518.545043258,-3296128669.765586,-191270702.1802676,1300402701.9256964,-1628471076.394147,2493479873.0553565,411658257.1917347,2494026236.189961,655904734.6240609,-2359063412.4100804,-733176953.1380928,-1222296609.2585747,-433266446.9404793,2360377447.0438414,719189179.5833935,531638945.7846951,-768161104.7186581
